business_name,business_status,street_name_address,lot_address,latitude,longitude
씨유 뉴현리맹호,영업,경기도 가평군 조종면 운악청계로 156,경기도 가평군 조종면 현리 74-18번지 ,37.8340759,127.3447068
씨유 청평역점,영업,경기도 가평군 청평면 잠곡로 36,경기도 가평군 청평면 청평리 388-10번지,37.7371028,127.4225919
세븐일레븐(가평설악방주점),영업,경기도 가평군 설악면 유명로 1641-5,경기도 가평군 설악면 신천리 601번지,37.6752273,127.4856186
GS25남이섬,영업,"경기도 가평군 가평읍 북한강변로 1054, 1층","경기도 가평군 가평읍 달전리 113-4번지 , 1층",37.8065694,127.5252959
지에스25가평터미널,영업,"경기도 가평군 가평읍 가화로 50, 1층",경기도 가평군 가평읍 대곡리 169-1번지 ,37.8243149,127.5157212
CU가평수성가든점,영업,"경기도 가평군 상면 비룡로 2088, 1층",경기도 가평군 상면 태봉리 355-5번지 ,37.79726163,127.3341219
GS25 대성리점,영업,경기도 가평군 청평면 경춘로 89,경기도 가평군 청평면 대성리 399-25번지,37.6839428,127.3782382
바이더웨이 가평설악점,영업,경기도 가평군 설악면 신천중앙로 114,경기도 가평군 설악면 신천리 432-6번지,37.6777268,127.4912459
이마트24 가평현리점,영업,"경기도 가평군 조종면 청군로 1229, 1층",경기도 가평군 조종면 현리 477-117번지 백운종합마트 ,37.8144793,127.3495414
지에스25 가평신상리점,영업,"경기도 가평군 조종면 운악청계로 348, 1층",경기도 가평군 조종면 신상리 131-1번지 ,37.84645416,127.3554286
이마트24 유명산점,영업,"경기도 가평군 설악면 유명산길 27, 1층",경기도 가평군 설악면 가일리 193-25번지 ,37.59929179,127.4927485
세븐일레븐 조종현리점,영업,"경기도 가평군 조종면 조종희망로 39, 1층",경기도 가평군 조종면 현리 278-2번지 ,37.82011766,127.3500676
씨유설악신천점,영업,경기도 가평군 설악면 신천중앙로 166,경기도 가평군 설악면 신천리 570-1번지 ,37.67836169,127.4858656
이마트24 뮤직빌리지점,영업,"경기도 가평군 가평읍 석봉로 73-1, 1층",경기도 가평군 가평읍 대곡리 145-4번지 1층 ,37.8218694,127.5124901
이마트24청평대성점,영업,경기도 가평군 청평면 청평중앙로 9-1,경기도 가평군 청평면 청평리 440-3번지,37.7361347,127.416086
씨유현리청군로점,영업,"경기도 가평군 조종면 청군로 1185, 1층",경기도 가평군 조종면 현리 477-266번지 1층 ,37.8110138,127.3515125
씨유현리희망로점,영업,"경기도 가평군 조종면 조종희망로 5, 1층",경기도 가평군 조종면 현리 412-7번지 1층 ,37.8182287,127.3490365
세븐일레븐가평도대리점,영업,"경기도 가평군 북면 가화로 2463, 1층",경기도 가평군 북면 도대리 399-1번지 1층 ,37.9597444,127.4719086
GS25가평조종점,영업,"경기도 가평군 조종면 현창로 25, 1층",경기도 가평군 조종면 현리 410-18번지,37.8169239,127.348508
이마트24 가평가화로점,영업,"경기도 가평군 가평읍 가화로 228, 1층",경기도 가평군 가평읍 읍내리 764-1번지 ,37.8386491,127.5073003
씨유 가평읍내점,영업,경기도 가평군 가평읍 가화로 132,경기도 가평군 가평읍 읍내리 446-5번지,37.8313177,127.5130549
씨유가평대로점,영업,"경기도 가평군 가평읍 가화로 160, A동 1층 101호 (정명빌라)",경기도 가평군 가평읍 읍내리 626-13번지 정명빌라 A동 1층 101호 ,37.8336121,127.5116735
GS25가평상천휴게소점,영업,경기도 가평군 청평면 경춘로 1551,경기도 가평군 청평면 상천리 142-1번지,37.7873513,127.462893
GS25청평대교점,영업,경기도 가평군 청평면 경춘로 660,경기도 가평군 청평면 청평리 701-16번지,37.727913,127.4097562
지에스(GS)25 가평중앙점,영업,경기도 가평군 가평읍 석봉로 209 (외 1필지),경기도 가평군 가평읍 읍내리 637-6번지 외 1필지,37.8337309,127.5091866
세븐일레븐 설악유명산점,영업,"경기도 가평군 설악면 유명로 809, 1층",경기도 가평군 설악면 방일리 378-1번지 나그네쉼터 ,37.6173452,127.4910546
후마트,영업,"경기도 가평군 가평읍 가화로 321, A동 1층","경기도 가평군 가평읍 마장리 800-13번지 외2필지, 1층 A동 ",37.84678754,127.5055354
세븐일레븐남이섬점,영업,"경기도 가평군 가평읍 북한강변로 1037, 1동 1층",경기도 가평군 가평읍 달전리 110-1번지 외1필지 1동 1층 ,37.80522528,127.5251054
미니스톱청평청구점,영업,"경기도 가평군 청평면 경춘로 807-12, 청평청구아파트 상가동 1층 102호",경기도 가평군 청평면 청평리 470-37번지 청평청구아파트 상가동 1층 102호,37.7384368,127.4173127
GS25경춘대성,영업,경기도 가평군 청평면 경춘로 30,경기도 가평군 청평면 대성리 621-4번지,37.6783872,127.3771787
캠프(CAMP)할인마트,영업,"경기도 가평군 조종면 운악청계로 168, 1층",경기도 가평군 조종면 현리 74-7번지 외 1필지(74-8) ,37.83469974,127.3453194
씨유 대성리점,영업,경기도 가평군 청평면 경춘로 84,경기도 가평군 청평면 대성리 399-77번지,37.683221,127.3785633
지에스(GS)25청평제일점,영업,"경기도 가평군 청평면 청평중앙로72번길 3-1, 1층",경기도 가평군 청평면 청평리 316-4번지 외3필지 (1층) ,37.73913195,127.4220362
씨유 켄싱턴리조트청평점,영업,"경기도 가평군 상면 청군로 430, 지하1층",경기도 가평군 상면 덕현리 402-10번지 지하1층 ,37.7598549,127.3955416
씨유 가평터미널점,영업,경기도 가평군 가평읍 가화로 56 (외 1필지),경기도 가평군 가평읍 대곡리 167-4번지 외 1필지,37.8248467,127.5156568
씨유 가평점,영업,경기도 가평군 가평읍 연인1길 1,경기도 가평군 가평읍 읍내리 476-7번지,37.8292882,127.5136089
씨유청평점,영업,"경기도 가평군 청평면 경춘로 886, 1층",경기도 가평군 청평면 청평리 328-8번지 1층 ,37.74220999,127.4241917
이마트24 가평읍내,폐업,"경기도 가평군 가평읍 중앙로 29, 1층",경기도 가평군 가평읍 읍내리 360-2번지 1층 ,37.82718294,127.5150256
GS25남이섬점,폐업,,경기도 가평군 가평읍 달전리 24번지 인근,37.8165452,127.5287959
파란스포츠 편의점,폐업,경기도 가평군 청평면 경춘로 1151 (외 1필지),경기도 가평군 청평면 상천리 1156-1번지 외 1필지,37.7623277,127.4403927
CU 현리 맹호점,폐업,경기도 가평군 조종면 운악청계로 168,경기도 가평군 조종면 현리 74-7번지 ,37.83469974,127.3453194
세븐일레븐 가평자라섬점,폐업,,경기도 가평군 가평읍 달전리 24번지 자라섬,37.8165452,127.5287959
미니스톱 현리점,폐업,경기도 가평군 조종면 현창로38번길 4,경기도 가평군 조종면 현리 409-11번지,37.8183196,127.3487644
GS25편의점,폐업,,경기도 가평군 가평읍 달전리 24번지 인근,37.8165452,127.5287959
미니스톱 청평중앙점,폐업,경기도 가평군 청평면 잠곡로 16,경기도 가평군 청평면 청평리 413-6번지,37.7367683,127.4203665
미니스톱 가평수목원점,폐업,경기도 가평군 상면 수목원로 40,경기도 가평군 상면 임초리 377-4번지,37.7700993,127.3701723
GS25 장항 마이다스,영업,"경기도 고양시 일산동구 중앙로 1305-30, 101호 일부호 (장항동, 일산마이다스 오피스텔)",경기도 고양시 일산동구 장항동 775-1번지 ,37.6615423,126.7697682
세븐일레븐 고양삼송점,영업,"경기도 고양시 덕양구 원흥5로 4, 1층 101(일부)호 (삼송동)",경기도 고양시 덕양구 삼송동 345-1번지 1층 101(일부)호 ,37.6471357,126.8759739
미니스톱중산하늘점,영업,"경기도 고양시 일산동구 중산로 99, 101호 일부호 (중산동, 하늘마을상가동)",경기도 고양시 일산동구 중산동 1680번지 ,37.68040976,126.7797077
GS25일산시티,영업,"경기도 고양시 일산서구 원일로 121 (일산동, 1층편의점내 일부 )",경기도 고양시 일산서구 일산동 576-31번지 1층편의점내 일부,37.685159,126.7756235
GS25고양성석점,영업,"경기도 고양시 일산동구 성현로 201, 1층 일부호 (성석동)",경기도 고양시 일산동구 성석동 491-2번지 1층 일부호,37.7088498,126.8084044
미니스톱식사블루밍점,영업,"경기도 고양시 일산동구 위시티3로 73, 1층 일부호 (식사동)",경기도 고양시 일산동구 식사동 1574번지 1층 일부호,37.6746576,126.8135379
GS25 일산백석점,영업,"경기도 고양시 일산동구 장백로 20, 상가108(일부)호 (백석동, 백석역 동문굿모닝힐 102동)",경기도 고양시 일산동구 백석동 1302번지,37.6406055,126.7897406
이마트24 일산대화마을점,영업,"경기도 고양시 일산서구 대화2로 137, 1층 107 일부호 (대화동, 대화마을 상가동)",경기도 고양시 일산서구 대화동 2570번지 대화마을 상가동 107호 일부,37.6737693,126.7361895
지에스25백석효성점,영업,"경기도 고양시 일산동구 일산로 30, 1층 일부호 (백석동, 효성 레제스오피스텔)",경기도 고양시 일산동구 백석동 1309-1번지 ,37.6414923,126.7868715
CU탄현휴먼빌점,영업,"경기도 고양시 일산서구 원일로21번길 19, 충만빌딩 1층 일부호 (일산동)",경기도 고양시 일산서구 일산동 967-20번지 충만빌딩 1층일부,37.688011,126.7644589
세븐일레븐 대화레포츠공원점,영업,"경기도 고양시 일산서구 대화로 153, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 762-7번지 1층 일부 ,37.67187542,126.7366286
GS25 마두으뜸,영업,"경기도 고양시 일산동구 정발산로196번길 7-2, 1층 일부호 (마두동)",경기도 고양시 일산동구 마두동 882-7번지,37.6628282,126.787399
세븐일레븐 일산주엽고점,영업,"경기도 고양시 일산서구 강성로214번길 16-18, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2173-6번지 1층 일부 ,37.67498127,126.7543662
GS장항호수,영업,"경기도 고양시 일산동구 노루목로 78, 1층 103호 일부호 (장항동, 호수마을 상가동)",경기도 고양시 일산동구 장항동 877번지 호수마을 상가동 1층 103호 일부호,37.6469678,126.7759892
GS25 덕이송윤,영업,"경기도 고양시 일산서구 덕산로 314, 1(좌측)층 일부호 (덕이동)",경기도 고양시 일산서구 덕이동 1044-16번지 ,37.6961249,126.7373793
GS25주엽고점,영업,"경기도 고양시 일산서구 대산로211번길 29, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2148-14번지 1층 일부,37.6768186,126.7545421
미니스톱 일산본점,영업,"경기도 고양시 일산서구 대산로 214, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2126-1번지 1층일부,37.6785131,126.7548766
씨유 일산은마길점,영업,"경기도 고양시 일산동구 은마길 67, A동 1층 일부호 (설문동)",경기도 고양시 일산동구 설문동 494-10번지,37.7142087,126.8072903
GS25가좌으뜸점,영업,"경기도 고양시 일산서구 가좌2로 20, 112(일부)호 (가좌동, 가좌마을 상가동 )",경기도 고양시 일산서구 가좌동 1086번지 112호일부,37.6894332,126.7228799
GS25 장항레이크,영업,"경기도 고양시 일산동구 호수로 640, 청원레이크빌 1층 101호 일부호 (장항동)",경기도 고양시 일산동구 장항동 753번지 청원레이크빌 ,37.65913191,126.7673279
지에스25 일산탑점(GS25),영업,"경기도 고양시 일산서구 원일로58번길 1, 1층 일부호 (일산동)",경기도 고양시 일산서구 일산동 962-7번지 1층 일부호,37.68681619,126.7688557
씨유 내유희망점,영업,"경기도 고양시 덕양구 내유길 81, 1(일부)층 (내유동)",경기도 고양시 덕양구 내유동 239-3번지 1층 일부,37.7212357,126.8567244
세븐일레븐 고양초교점,영업,"경기도 고양시 덕양구 혜음로 17-18, 1(일부)층 (고양동, 성신피스빌)",경기도 고양시 덕양구 고양동 240-15번지 성신피스빌 1(일부)호,37.7024069,126.9006111
GS25 덕이사랑점,영업,"경기도 고양시 일산서구 하이파크3로 61, 101(일부)호 (덕이동, 하이파크시티 일산밀리에4단지 상가-2)","경기도 고양시 일산서구 덕이동 1535번지 하이파크시티 일산밀리에4단지 상가-2, 101호일부 ",37.6978021,126.7503449
GS25덕이대림,영업,"경기도 고양시 일산서구 장자길 117, 101동 1층 102 일부호 (덕이동, 대림하이츠)",경기도 고양시 일산서구 덕이동 730-3번지 대림하이츠 101동 102일부호,37.7004858,126.7415479
CU일산후곡점,영업,"경기도 고양시 일산서구 일산로 576, 대성프라자 110(일부)호 (일산동)",경기도 고양시 일산서구 일산동 1065-1번지 대성프라자 110 일부호 ,37.67948758,126.7642709
GS25 일산하늘,영업,"경기도 고양시 일산동구 하늘마을로 92, 하늘마을2단지 상가동 101(일부)호 (중산동)",경기도 고양시 일산동구 중산동 1700번지 하늘마을2단지,37.6815155,126.7832073
GS25덕이한소망,영업,"경기도 고양시 일산서구 하이파크로 143, 1(일부)층 (덕이동)",경기도 고양시 일산서구 덕이동 338-38번지 1층일부,37.703545,126.7564034
지에스25 일산삼익,영업,"경기도 고양시 일산서구 산현로 14, 1층 일부(111)호 (일산동)",경기도 고양시 일산서구 일산동 2103번지 1층 일부호(111호),37.6891797,126.7632081
GS25원당대림,영업,"경기도 고양시 덕양구 호국로 859, 1층 103(일부)호 (성사동, 원당 e-편한세상 상가 나동)",경기도 고양시 덕양구 성사동 869번지 원당 e-편한세상 상가 나동 103호(일부) ,37.6609659,126.8396163
씨유중산동신점,영업,"경기도 고양시 일산동구 탄중로431번길 3, 1층 일부호 (중산동)",경기도 고양시 일산동구 중산동 1579번지 1층 일부호 ,37.68698432,126.7784069
CU고양문봉점,영업,"경기도 고양시 일산동구 성현로 321, 1층 일부호 (문봉동)",경기도 고양시 일산동구 문봉동 164-4번지 외 1필지 1층 일부호,37.7032906,126.8194864
GS25(지에스25) 일산삼성점,영업,"경기도 고양시 일산서구 산현로132번길 43-26, 1층 일부호 (일산동)",경기도 고양시 일산서구 일산동 1898번지 1층 일부호,37.6894307,126.776234
세븐일레븐 일산서구청점,영업,"경기도 고양시 일산서구 중앙로 1542, 1층 110 일부호 (대화동, 신동아노블타워)",경기도 고양시 일산서구 대화동 2199번지 1층 110호 일부 ,37.67534524,126.7506431
GS25(지에스) 탄현3단지점,영업,"경기도 고양시 일산서구 일현로 92, 103,104(편의점 내 일부)호 (탄현동, 탄현마을 상가동)","경기도 고양시 일산서구 탄현동 1484번지 탄현마을3단지, 탄현마을상가동 103,104호 일부(편의점 내 일부)",37.6944908,126.7654019
미니스톱 일산주엽점,영업,"경기도 고양시 일산서구 중앙로 1376 (주엽동, 강선마을 상가 A-1-6호 일부)",경기도 고양시 일산서구 주엽동 75번지 강선마을 상가 A-1-6호 일부,37.667321,126.7670186
GS25지영로점,영업,"경기도 고양시 일산동구 지영로 58, 1층 일부호 (지영동)",경기도 고양시 일산동구 지영동 375-16번지 1층 일부호,37.7065674,126.8235948
GS25일산충의점,영업,"경기도 고양시 일산서구 일청로 98, 101(일부)호 (일산동, 홍선빌라트)","경기도 고양시 일산서구 일산동 1729번지 홍선빌라트, 101호일부",37.6918523,126.7751836
세븐일레븐 화정사랑점,영업,"경기도 고양시 덕양구 은빛로29번길 15-22, 1(일부)층 (화정동)",경기도 고양시 덕양구 화정동 923-19번지 1(일부)층 ,37.6389956,126.8300113
GS25자이베스트,영업,"경기도 고양시 일산동구 위시티2로11번길 45, 1층 116-2호 일부호 (식사동, 위시티일산자이 주상복합 상가동)",경기도 고양시 일산동구 식사동 1528번지 위시티일산자이 주상복합 상가동 1층 116-2호 일부호 ,37.6784584,126.8127347
CU일산백송마을5단지점,영업,"경기도 고양시 일산동구 강촌로 118, 백송마을 상가동  1층 101(일부)호 (백석동)",경기도 고양시 일산동구 백석동 1190번지 백송마을5단지 ,37.65082703,126.7872411
세븐일레븐(대화역점),영업,"경기도 고양시 일산서구 중앙로 1573 (대화동,킨텍스프라자 102호(일부))",경기도 고양시 일산서구 대화동 2220-1번지 킨텍스프라자 102호(일부) ,37.67595302,126.7470082
GS25 대화명성점,영업,"경기도 고양시 일산서구 대화로 124, 105 일부호 (대화동, 명성프라자)",경기도 고양시 일산서구 대화동 863-16번지 명성프라자 105호 일부,37.669882,126.7343558
CU삼송로얄점,영업,"경기도 고양시 덕양구 세솔로 110, 1층 일부호 (삼송동)",경기도 고양시 덕양구 삼송동 301-1번지 (1층 일부) ,37.65363433,126.887261
이마트24 (일산에이스점),영업,"경기도 고양시 일산서구 고봉로329번길 9-8, 1(일부)층 (일산동, 위드미편의점 내 일부 )","경기도 고양시 일산서구 일산동 583-15번지 외1필지, 1층일부 ",37.68854752,126.7760667
GS25 대화트루아점,영업,"경기도 고양시 일산서구 중앙로 1557, 1층 103 일부호 (대화동, 삼운트루아오피스텔)",경기도 고양시 일산서구 대화동 2223번지 삼운트루아오피스텔 103호 일부 ,37.6751302,126.7485968
GS25백마2단지점,영업,"경기도 고양시 일산동구 일산로 205, 1층 15호 (마두동, 백마마을 분산상가동)",경기도 고양시 일산동구 마두동 739번지 백마마을 분산상가동 1층 15호,37.6539913,126.7882971
GS25 설문대로점,영업,"경기도 고양시 일산동구 고봉로 684, 2동 1층 일부호 (설문동)",경기도 고양시 일산동구 설문동 738-10번지 ,37.71770976,126.7895653
GS25 탄현제니스,영업,"경기도 고양시 일산서구 일현로 97-11, 182(일부)호 (탄현동, 일산 두산위브더제니스 판매시설)","경기도 고양시 일산서구 탄현동 1640번지 일산 두산위브더제니스 판매시설, 182호일부",37.6940982,126.7628408
GS25 일산주은,영업,"경기도 고양시 일산서구 일청로91번길 59, 지하104(일부)호 (일산동)","경기도 고양시 일산서구 일산동 1997번지 탄현1차 주은아파트 상가동, 지하104호일부",37.690601,126.7710945
세븐일레븐(일산백석2호점),영업,"경기도 고양시 일산동구 장백로 56 (백석동,크리스탈빌딩 101호)",경기도 고양시 일산동구 백석동 1331-1번지 크리스탈빌딩 101호 ,37.64296852,126.7867981
미니스톱 성석로드점,영업,"경기도 고양시 일산동구 성석로 331, 라동 1층 일부호 (성석동)",경기도 고양시 일산동구 성석동 973-16번지,37.7049868,126.7938201
이마트24풍동빌라지점,영업,"경기도 고양시 일산동구 고풍로 190, 풍동에르메스 109동 지하1층 일부호 (풍동)",경기도 고양시 일산동구 풍동 605-5번지 ,37.67479925,126.7958999
GS25 성석중앙,영업,"경기도 고양시 일산동구 고봉로658번길 96, 1동 1층 일부호 (성석동)",경기도 고양시 일산동구 성석동 1227-166번지,37.7125702,126.7923472
지에스(GS)25 백석호수점,영업,"경기도 고양시 일산동구 호수로446번길 74-2, 1층 일부호 (백석동)",경기도 고양시 일산동구 백석동 1416번지,37.6463014,126.7809088
GS25탄현대림점,영업,"경기도 고양시 일산서구 탄현로6번길 7, 1층 일부호 (탄현동)",경기도 고양시 일산서구 탄현동 1593-14번지 1층 일부호,37.6929843,126.7735134
GS25 원흥역점,영업,"경기도 고양시 덕양구 삼송로 8, 109호 (원흥동, 한일골드타워)",경기도 고양시 덕양구 원흥동 629번지 한일골드타워 109호,37.6496843,126.8749271
CU벽제통일로점,영업,"경기도 고양시 덕양구 통일로 794, 1층 일부호 (관산동)",경기도 고양시 덕양구 관산동 231-28번지 ,37.68870941,126.8627518
GS25 일산금호점,영업,"경기도 고양시 일산서구 일산로 562, 116(일부)호 (일산동, 신일산연합상가)","경기도 고양시 일산서구 일산동 1064-3번지 외2필지, 신일산연합상가, 116호일부",37.6788778,126.7657124
GS25(일산동국중앙점),영업,"경기도 고양시 일산동구 동국로 30, 1층 일부호 (식사동)",경기도 고양시 일산동구 식사동 662-9번지 1층 일부호 ,37.6766845,126.8077856
미니스톱밤가시점,영업,"경기도 고양시 일산동구 일산로441번길 10, 1층 일부호 (정발산동)",경기도 고양시 일산동구 정발산동 1147-7번지 1층 일부호,37.67290899,126.7772138
이마트24덕이로드점,영업,"경기도 고양시 일산서구 장자길 112, 1층 일부호 (덕이동)",경기도 고양시 일산서구 덕이동 728번지 1층 이마트24 일부호,37.7002345,126.741991
씨유원흥사랑점,영업,"경기도 고양시 덕양구 삼원안길 45, 1(일부)층 (원흥동)",경기도 고양시 덕양구 원흥동 735-1번지,37.6361322,126.8735115
이마트24 일산주엽초교점,영업,"경기도 고양시 일산서구 강선로 33 (주엽동, 강선마을 분산상가 101호)",경기도 고양시 일산서구 주엽동 101번지 강선마을 분산상가 101호,37.667904,126.7612364
GS25 대화건영,영업,"경기도 고양시 일산서구 성저로46번길 89, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2072-7번지 1층 일부,37.6851011,126.7557729
GS25 강선마을,영업,"경기도 고양시 일산서구 대산로 123, 1층 101일부호 (주엽동, 현대프라자)",경기도 고양시 일산서구 주엽동 30-2번지 현대프라자 101일부호,37.6741524,126.7635738
GS25 일산제니스점,영업,"경기도 고양시 일산서구 일현로 97-11, 205(일부)호 (탄현동, 일산 두산위브더제니스 판매시설)",경기도 고양시 일산서구 탄현동 1640번지 일산 두산위브더제니스 판매시설 205호,37.6940982,126.7628408
GS25 고양센타점,영업,"경기도 고양시 일산동구 사리현로 101-8, 3동 1층 일부호 (식사동)",경기도 고양시 일산동구 식사동 2-14번지,37.690432,126.8301755
GS25대화행복점,영업,"경기도 고양시 일산서구 호수로856번길 34-2, 1층일부호 (대화동)",경기도 고양시 일산서구 대화동 2276번지 1층일부,37.67177,126.7488009
GS25 대화신우점,영업,"경기도 고양시 일산서구 킨텍스로 283, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2283-4번지 1층 일부,37.6704064,126.7515485
GS25일산현대,영업,"경기도 고양시 일산서구 일중로55번길 50, 1(일부)층 (일산동)",경기도 고양시 일산서구 일산동 640-33번지 1층일부,37.6851263,126.7726874
GS25 풍동위브점,영업,"경기도 고양시 일산동구 숲속마을1로48번길 48-1, 1층 일부호 (풍동)",경기도 고양시 일산동구 풍동 1297-3번지 ,37.6659951,126.8001292
GS25식사국제점,영업,"경기도 고양시 일산동구 동국로 173, 1층 일부호 (식사동)",경기도 고양시 일산동구 식사동 733-4번지 1층 일부호,37.6854057,126.8077061
세븐일레븐일산주엽점,영업,"경기도 고양시 일산서구 강성로 147 (주엽동,동문시티프라자 104,105호)","경기도 고양시 일산서구 주엽동 18-1번지 동문시티프라자 104,105호 ",37.67177703,126.7593649
GS25고양문봉,영업,"경기도 고양시 일산동구 문봉길62번길 32-1, 1층 일부호 (문봉동)",경기도 고양시 일산동구 문봉동 217번지,37.7066559,126.8167338
세븐일레븐일산마두점,영업,"경기도 고양시 일산동구 강석로 141, 1층 일부호 (마두동)",경기도 고양시 일산동구 마두동 800번지 마두파킹프라자 1층 일부호,37.65320859,126.7780731
씨유대화53블럭점,영업,"경기도 고양시 일산서구 호수로856번길 56-38, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2267번지 1층 일부,37.6725198,126.7497165
CU항공대점,영업,"경기도 고양시 덕양구 화랑로 28, 1(일부)층 (화전동)",경기도 고양시 덕양구 화전동 203-71번지 1(일부)층 ,37.60116247,126.8708657
미니스톱 대화장성점,영업,"경기도 고양시 일산서구 일산로803번길 57, 1층 (대화동)",경기도 고양시 일산서구 대화동 2279-5번지 1층 일부,37.6709352,126.7502659
씨유일산사리현로점,영업,"경기도 고양시 일산동구 사리현로 207-1, 1층 일부호 (사리현동)",경기도 고양시 일산동구 사리현동 497번지 1층 일부호,37.6939607,126.8406778
GS25 식사점,영업,"경기도 고양시 일산동구 견달산로 196, 1층 일부호 (식사동)",경기도 고양시 일산동구 식사동 184번지,37.683544,126.8210428
GS25(정발산점),영업,"경기도 고양시 일산동구 무궁화로181번길 36, 1층 일부호 (정발산동)",경기도 고양시 일산동구 정발산동 1219-4번지 1층일부호,37.6724909,126.7800714
CU고양가좌점,영업,"경기도 고양시 일산서구 덕산로 98, 1(일부)층 (가좌동)",경기도 고양시 일산서구 가좌동 648-14번지 1층일부,37.6936006,126.7137144
GS25고양대로,영업,"경기도 고양시 덕양구 고양대로 1215, 1(일부)층 (주교동, 차광환건물)",경기도 고양시 덕양구 주교동 527-7번지 차광환건물 1(일부)층,37.6630781,126.8236768
지에스25 덕이로데오점,영업,"경기도 고양시 일산서구 하이파크3로 18-4, 주건축물제1동 1층 일부 (덕이동)",경기도 고양시 일산서구 덕이동 398번지 주건축물제1동 1층 일부,37.693179,126.7540454
GS25탄현사랑점,영업,"경기도 고양시 일산서구 탄중로233번길 19, 1(일부)층 (탄현동)",경기도 고양시 일산서구 탄현동 1500-1번지 1층일부,37.694294,126.7706295
지에스25 탄현파워,영업,"경기도 고양시 일산서구 산현로17번길 7-14, 101호 (탄현동, 파워프라자)",경기도 고양시 일산서구 탄현동 1575-6번지 파워프라자 101호,37.689683,126.7625716
GS25화정미래점,영업,"경기도 고양시 덕양구 은빛로29번길 5-19, 1(일부)층 (화정동)",경기도 고양시 덕양구 화정동 930번지 1(일부)층,37.6384368,126.8298767
GS25탄현큰마을,영업,"경기도 고양시 일산서구 일현로 140, 103 일부호 (탄현동, 큰마을대림,현대아파트 주상가)","경기도 고양시 일산서구 탄현동 121번지 큰마을대림,현대아파트 주상가 103호 일부",37.7008508,126.7649848
CU 구산점,영업,"경기도 고양시 일산서구 곳산길 170-1, 1층 일부호 (구산동)",경기도 고양시 일산서구 구산동 1162번지 1층 일부,37.6825739,126.7033277
이마트24 일산탄현중심점,영업,"경기도 고양시 일산서구 일현로 47, 112일부호 (탄현동, 예일 큰프라자)","경기도 고양시 일산서구 탄현동 1563-3번지 예일 큰프라자, 112호일부",37.6914852,126.7627131
GS25일산후곡점,영업,"경기도 고양시 일산서구 일산로 523, 101(일부)호 (일산동, 보성상가)",경기도 고양시 일산서구 일산동 1082-2번지 보성상가 101(일부)호,37.6765967,126.7693811
그린빌휴게음식점,영업,"경기도 고양시 일산서구 멱절길124번길 6-1, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 1926-30번지 1층일부,37.6579602,126.7334695
씨유일산중산점,영업,"경기도 고양시 일산동구 고봉로278번길 11, 대림프라자 105호 일부호 (중산동)",경기도 고양시 일산동구 중산동 1666-1번지 대림프라자 ,37.6835969,126.7785191
CU(씨유) 탄현헤센점,영업,"경기도 고양시 일산서구 일현로41번길 16, 탄현 헤센스마트 117,118(편의점 일부)호 (탄현동)","경기도 고양시 일산서구 탄현동 1559-1번지 탄현 헤센스마트 117,118(편의점)호일부 ",37.6916812,126.7616581
CU일산일등점,영업,"경기도 고양시 일산서구 고양대로 686-2, 1(일부)층 (일산동, 동부빌딩)","경기도 고양시 일산서구 일산동 632번지 동부빌딩, 1층일부",37.6836831,126.7718756
GS25 성저공원점,영업,"경기도 고양시 일산서구 일산로635번길 8-26, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2106번지 1층 일부호,37.6819592,126.756985
씨유 일산시장점,영업,"경기도 고양시 일산서구 일청로 27, 가동 1층 일부호 (일산동)",경기도 고양시 일산서구 일산동 591-1번지 가동 1층 일부 ,37.6866816,126.7709933
cu 정발산행복점,영업,"경기도 고양시 일산동구 산두로 169, 1층 일부호 (정발산동)",경기도 고양시 일산동구 정발산동 1238-17번지 ,37.6723804,126.7835969
CU일산에이스점,영업,"경기도 고양시 일산서구 탄중로 533, 세림빌딩 1(편의점내부)층 (일산동)","경기도 고양시 일산서구 일산동 1702번지 세림빌딩, 1층편의점내부 ",37.6897916,126.767299
지에스25관산그린점(GS25),영업,"경기도 고양시 덕양구 통일로802번길 71, 주공그린빌 상가동 1층 101(일부)호 (관산동)",경기도 고양시 덕양구 관산동 996번지 주공그린빌 상가동 101호,37.6922346,126.8648426
씨유고양내유점,영업,"경기도 고양시 덕양구 유산길 22, 1(일부)층 (내유동)",경기도 고양시 덕양구 내유동 646-11번지 1층 일부 ,37.7260955,126.8454852
GS25고양식사,영업,"경기도 고양시 일산동구 고양대로 1034, 가동 1층 일부호 (식사동)",경기도 고양시 일산동구 식사동 859-2번지 가동 1층 일부호(GS25고양식사 편의점 내) ,37.6716826,126.8069033
CU탄현동문10단지점,영업,"경기도 고양시 일산서구 탄현로 95, 탄현마을10단지 104,105(편의점일부)호 (탄현동)","경기도 고양시 일산서구 탄현동 1470번지 탄현마을10단지, 104,105(편의점일부)호",37.6999269,126.7670401
