street_name_address,lot_address,latitude,longitude
경기도 수원시 영통구 영통로 445,,37.2599328,127.073833
경기도 수원시 영통구 영통로 438,,37.2587706,127.0735839
경기도 수원시 영통구 영통로 319,경기도 수원시 영통구 영통동 963-5,37.2550727,127.0639992
경기도 수원시 영통구 영통로 328,경기도 수원시 영통구 영통동 963-7,37.2544333,127.0644362
경기도 수원시 영통구 영통로 266,,37.2499118,127.060005
경기도 수원시 영통구 중부대로448번길 57,경기도 수원시 영통구 원천동 235-7,37.267373,127.0614725
경기도 수원시 영통구 매영로 132,경기도 수원시 영통구 매탄동 1230-4,37.2665731,127.057278
경기도 수원시 장안구 송정로 45,경기도 수원시 장안구 송죽동 402-6,37.2962023,127.0018669
경기도 수원시 장안구 대평로52번길 21,,37.2939045,126.9949197
경기도 수원시 장안구 대평로52번길 21,,37.2937333,126.9959799
경기도 수원시 장안구 천천로21번길 11,,37.2931198,126.9868111
경기도 수원시 장안구 천천로21번길 11,,37.2931198,126.9868111
경기도 수원시 장안구 수일로 150,,37.3068704,127.0078676
경기도 수원시 장안구 팔달로 241,경기도 수원시 장안구 영화동 435-6,37.2880117,127.0115314
,경기도 수원시 권선구 호매실동 4-2,37.2725971,126.9612332
,경기도 수원시 권선구 호매실동 4-2,37.2725971,126.9612332
,경기도 수원시 영통구 이의동 산 13-97,37.3034273,127.0521386
,경기도 수원시 권선구 권선동 1000-10,37.2573761,127.0183139
경기도 수원시 영통구 청명북로 66,경기도 수원시 영통구 영통동 195-25,37.2570992,127.0807741
,경기도 수원시 팔달구 인계동 359-48,37.2709334,127.0344729
,경기도 수원시 영통구 매탄동 196-125,37.2707125,127.0485884
,경기도 수원시 영통구 원천동 257-15,37.2664619,127.0637265
경기도 수원시 권선구 권선로766번길 9,경기도 수원시 권선구 권선동 1167-13,37.2564087,127.0345909
경기도 수원시 영통구 봉영로1492번길 14,경기도 수원시 영통구 영통동 984-12,37.2457094,127.0669445
경기도 수원시 영통구 인계로292번길 42-3,경기도 수원시 영통구 매탄동 1257-6,37.2611527,127.0482783
경기도 수원시 권선구 세지로12번길 45,경기도 수원시 권선구 세류동 1106,37.2526818,127.0173661
경기도 수원시 장안구 광교산로 172,,37.3023167,127.0321626
,경기도 수원시 장안구 조원동 781-10,37.2957334,127.0129533
경기도 수원시 장안구 정조로1051번길 29,경기도 수원시 장안구 송죽동 386-1,37.2984819,127.0044722
경기도 수원시 장안구 수일로104번길 28,경기도 수원시 장안구 파장동 630,37.308258,127.0010546
,경기도 수원시 장안구 파장동 279-2,37.3105644,126.9956738
경기도 수원시 팔달구 수성로157번길 41-13,경기도 수원시 팔달구 화서동 683-8,37.2876778,126.9884474
경기도 수원시 장안구 연무로 42-1,경기도 수원시 장안구 연무동 230-32,37.2950646,127.0269155
경기도 수원시 장안구 덕영대로381번길 18,경기도 수원시 장안구 율전동 181-1,37.3022871,126.964781
경기도 수원시 팔달구 팔달문로 23,경기도 수원시 팔달구 지동 402-5,37.2777391,127.0198628
경기도 수원시 장안구 조원로111번길 33-23,,37.3000672,127.0142284
,경기도 수원시 팔달구 고등동 116-1,37.2697662,127.0041446
,경기도 수원시 권선구 권선동 1198,37.2494372,127.023452
,경기도 수원시 권선구 세류동 1156,37.244906,127.0162826
경기도 수원시 영통구 매여울로68번길 23,,37.2729303,127.0451622
,경기도 수원시 영통구 매탄동 899,37.2700126,127.0404705
,경기도 수원시 영통구 영통동 972-4,37.2491545,127.0608047
경기도 수원시 영통구 봉영로1744번길 11,,37.2652422,127.0842435
,경기도 수원시 영통구 영통동 1012-4,37.2505232,127.0783891
경기도 수원시 권선구 권선로669번길 24-23,,37.2612669,127.027784
,경기도 수원시 장안구 송죽동 417-25,37.298563,126.9997803
경기도 수원시 장안구 송정로60번길 10-23,,37.2952923,127.0028368
경기도 수원시 장안구 금당로38번길 7,,37.3030134,127.015447
경기도 수원시 장안구 조원로111번길 33-23,,37.3000672,127.0142284
경기도 수원시 장안구 수일로104번길 20,경기도 수원시 장안구 파장동 629,37.3085103,127.0011448
,경기도 수원시 팔달구 화서동 688-4,37.2859567,126.9876133
경기도 수원시 팔달구 정자천로14번길 49,,37.2867937,126.981174
,경기도 수원시 권선구 구운동 464,37.2809272,126.9772292
,경기도 수원시 권선구 당수동 292-1,37.2924801,126.9357573
,경기도 수원시 팔달구 고등동 79-5,37.270514,127.0068618
,경기도 수원시 팔달구 교동 45,37.271658,127.012003
경기도 수원시 영통구 매원로12번길 29-2,경기도 수원시 영통구 매탄동 209-32,37.2651538,127.0468377
