business_name,business_status,street_name_address,lot_address,latitude,longitude
CU우만풍림점,영업,"경기도 수원시 팔달구 세지로 439-13, 가동 1층 102호 (우만동, 풍림아파트)",경기도 수원시 팔달구 우만동 497번지 풍림아파트 ,37.2875671,127.0315817
세븐일레븐 광교더샵점,영업,"경기도 수원시 영통구 광교호수로 15, 상가동 1층 122,123호 (원천동, 광교더샵)","경기도 수원시 영통구 원천동 604번지 광교더샵 상가동 122,3호",37.27140051,127.0618026
세븐 일레븐(광교법원),영업,"경기도 수원시 영통구 광교중앙로248번길 95-1, 1층 107호 (하동)",경기도 수원시 영통구 하동 986-4번지 1층 107호,37.2914539,127.0683028
지에스25수원경수로점,영업,경기도 수원시 장안구 경수대로853번길 4 (조원동),경기도 수원시 장안구 조원동 779-1번지 ,37.2969587,127.013946
CU광교에듀하임,영업,"경기도 수원시 영통구 에듀타운로 101, 에듀하임1309오피스텔 103동 104호 (이의동)",경기도 수원시 영통구 이의동 1352번지 에듀하임1309오피스텔 103동 104호,37.2893378,127.0456451
세븐일레븐 광교에이스타워점,영업,"경기도 수원시 영통구 창룡대로256번길 91, 에이스광교타워2 109호 (이의동)",경기도 수원시 영통구 이의동 1286-1번지 에이스광교타워2 109호,37.2956194,127.041611
씨유 원천스카이점,영업,"경기도 수원시 영통구 중부대로448번길 28, 상가동 101호 (원천동, 수원 원천2단지 주공아파트)",경기도 수원시 영통구 원천동 548번지 수원 원천2단지 주공아파트 상가동 101호,37.2681305,127.0601427
CU수원제일좋은점,영업,"경기도 수원시 영통구 삼성로168번길 38, 1층 (매탄동)",경기도 수원시 영통구 매탄동 413-5번지 ,37.2585443,127.0585799
세븐일레븐(수원권선4호점),영업,경기도 수원시 권선구 세지로82번길 42 (권선동),경기도 수원시 권선구 권선동 994번지 ,37.25821383,127.0201403
GS25 광교혜령,영업,"경기도 수원시 영통구 센트럴파크로127번길 83, 1층 (이의동, GS25)",경기도 수원시 영통구 이의동 1308-4번지 1층GS25,37.2939846,127.0522227
씨유수원매곡로점,영업,"경기도 수원시 권선구 서수원로523번길 30-17, 1층 (금곡동)",경기도 수원시 권선구 금곡동 1135-5번지,37.2711812,126.9575359
GS25 수원임광,영업,"경기도 수원시 영통구 동수원로 316, 1층 118,119,120호 (매탄동, 임광아파트)","경기도 수원시 영통구 매탄동 1162번지 임광아파트  118, 119, 120호",37.2572636,127.0385253
세븐일레븐 수원써미트빌점,영업,경기도 수원시 권선구 덕영대로1323번길 26-24 (권선동),경기도 수원시 권선구 권선동 1323번지,37.2463524,127.0374494
GS25 망포늘푸른점,영업,"경기도 수원시 영통구 영통로90번길 24, 102호 (망포동)",경기도 수원시 영통구 망포동 485-4번지 102호,37.2381895,127.059613
GS25 고색대성점,영업,"경기도 수원시 권선구 매송고색로711번길 10, 1층 (고색동)",경기도 수원시 권선구 고색동 890-130번지,37.2517708,126.9819844
이마트24 수원행궁점,영업,"경기도 수원시 팔달구 행궁로 41, 1층 (남창동)",경기도 수원시 팔달구 남창동 110번지 ,37.2787398,127.0153415
씨유수원서둔스카이점,영업,"경기도 수원시 권선구 서호동로 26, 1층 (서둔동)",경기도 수원시 권선구 서둔동 46-4번지 1층 ,37.268297,126.9910329
세븐일레븐 수원탑동로점,영업,"경기도 수원시 권선구 탑동로36번길 15, 1층 101호 (탑동, 가림주택)",경기도 수원시 권선구 탑동 793-1번지 가림주택 101호,37.272349,126.9753154
GS25인계골드,영업,"경기도 수원시 팔달구 장다리로 323, 1층 (인계동)",경기도 수원시 팔달구 인계동 939-11번지 ,37.2767909,127.0312506
씨유수원금곡소망점,영업,"경기도 수원시 권선구 금곡로197번길 59-37, 1층 (금곡동)",경기도 수원시 권선구 금곡동 1105-12번지 1층,37.275874,126.953677
씨유매탄산드래미점,영업,"경기도 수원시 영통구 매탄로168번길 32 (매탄동, 840-1번지 1층일부)",경기도 수원시 영통구 매탄동 840-1번지,37.2646852,127.0471079
미니스톱 세류제일점,영업,"경기도 수원시 권선구 세지로87번길 11, 1층 (세류동)",경기도 수원시 권선구 세류동 853번지 1층,37.2597369,127.01739
위드미,영업,"경기도 수원시 권선구 수인로 291, 1층 (구운동)",경기도 수원시 권선구 구운동 925번지 1층,37.2823491,126.9701698
미니스톱인계하이엘점,영업,경기도 수원시 팔달구 효원로219번길 48 (인계동),경기도 수원시 팔달구 인계동 1025-10번지,37.2653488,127.0269173
세븐일레븐 롯데몰수원역점,영업,"경기도 수원시 권선구 세화로 134, 지하1층 (서둔동, 롯데몰수원점)",경기도 수원시 권선구 서둔동 296-77번지 롯데몰수원점 지하1층 ,37.26409867,126.9970649
씨유영통조달청점,영업,"경기도 수원시 영통구 반달로 100, 1층 (영통동)",경기도 수원시 영통구 영통동 1037-13번지,37.2525781,127.0775796
CU탑동하늘점,영업,경기도 수원시 권선구 상탑로 52 (탑동),경기도 수원시 권선구 탑동 300-17번지,37.2712951,126.9768153
GS25광교따복,영업,"경기도 수원시 영통구 창룡대로 250, 1,2호 (이의동, 수원광교 따복하우스)","경기도 수원시 영통구 이의동 1284번지 수원광교 따복하우스 1,2호",37.2947919,127.0368626
GS25 세류센타점,영업,"경기도 수원시 권선구 경수대로277번길 14-1, 1층 (세류동)",경기도 수원시 권선구 세류동 1103-29번지 1층,37.2521861,127.0185044
CU수원모아미래도점,영업,"경기도 수원시 권선구 서수원로577번길 305, B203호 (금곡동, 수원모아미래도센트럴타운2단지)",경기도 수원시 권선구 금곡동 1077번지 수원모아미래도센트럴타운2단지 B203호,37.27548934,126.9403952
이마트24 수원당수점,영업,"경기도 수원시 권선구 당진로15번길 53, 101호 (당수동, 인정프린스아파트상가동)",경기도 수원시 권선구 당수동 287번지 인정프린스아파트상가동 101호,37.2917605,126.9379232
이마트24파장행복점,영업,"경기도 수원시 장안구 경수대로1043번길 8, 1층 (파장동)",경기도 수원시 장안구 파장동 594-3번지,37.3073479,126.9973661
씨유 신동 삼성점,영업,경기도 수원시 영통구 신원로 127-1 (신동),경기도 수원시 영통구 신동 396-20번지 ,37.2488507,127.0552816
씨유수원인계보첼리점,영업,"경기도 수원시 팔달구 인계로108번길 39-4, 1층 (인계동)",경기도 수원시 팔달구 인계동 1032번지 1층 ,37.2657898,127.0288678
GS25경기대점,영업,경기도 수원시 장안구 광교산로140번길 3 (연무동),경기도 수원시 장안구 연무동 6-4번지 LG25 ,37.2998753,127.0304698
미니스톱 광교파인렉스점,영업,"경기도 수원시 영통구 대학3로4번길 2, 1층 110,111호 (이의동)","경기도 수원시 영통구 이의동 1257-4번지 1층  110,111호 ",37.29951135,127.0430793
GS25 구운빌리지,영업,경기도 수원시 권선구 구운로45번길 81 (구운동),경기도 수원시 권선구 구운동 537-6번지 ,37.27597263,126.9704683
씨유수원뉴코아점,영업,"경기도 수원시 팔달구 인계로166번길 15-4, 1층 102호 (인계동)",경기도 수원시 팔달구 인계동 1115-11번지 1층 102호,37.26540083,127.0354515
세븐일레븐 광교두산위브점,영업,"경기도 수원시 영통구 광교중앙로 55, 광교두산위브 노인복지주택 상가동 지2층 105호 (원천동)","경기도 수원시 영통구 원천동 556번지 광교두산위브 노인복지주택, 지2층 105호",37.28076715,127.0508046
세븐일레븐 수원컨벤션센터점,영업,"경기도 수원시 영통구 광교중앙로 140, 수원컨벤션센터,광장내 근생시설동 1층 104호 (하동)",경기도 수원시 영통구 하동 855-2번지 수원컨벤션센터 광장내 근생시설 104호일부 ,37.2853493,127.0598626
지에스25장안영화점,영업,"경기도 수원시 장안구 정조로957번길 21, 대성빌딩 1층 (영화동)",경기도 수원시 장안구 영화동 347-2번지 대성빌딩 ,37.29201241,127.0102237
씨유 수원동신점,영업,"경기도 수원시 장안구 만석로159번길 48, 1층 (파장동)",경기도 수원시 장안구 파장동 495-30번지 ,37.30365372,126.9969265
씨유인계한양점,영업,"경기도 수원시 팔달구 중부대로 80, 인계한양수자인 상가3동 1층 43호 (인계동)",경기도 수원시 팔달구 인계동 1170번지 인계한양수자인 상가3동 1층 43호,37.27607132,127.0255339
CU 수원광교산점,영업,"경기도 수원시 장안구 창훈로60번길 53, 1층 (연무동)",경기도 수원시 장안구 연무동 9-14번지 ,37.29951518,127.0294997
CU매탄산남점,영업,"경기도 수원시 영통구 매봉로35번길 51, 1층 (매탄동)",경기도 수원시 영통구 매탄동 111-113번지 ,37.27173918,127.0499984
지에스(GS)25 광교중흥점,영업,"경기도 수원시 영통구 광교호수공원로 277, 판매시설동 지2층 B2-215호 (원천동, 중흥 S-클래스)","경기도 수원시 영통구 원천동 589번지 중흥 S-클래스, 지2층  B2-215호 판매시설동 ",37.28243119,127.0574135
CU수한대한대우점,영업,"경기도 수원시 팔달구 권선로 477, 상가2동 1층 101,102호 (매산로2가, 대한대우아파트)",경기도 수원시 팔달구 매산로2가 90번지 대한대우아파트 ,37.26563055,127.004449
세븐일레븐 수원 그린메디피아점,영업,경기도 수원시 권선구 매송고색로711번길 3-10 (고색동),경기도 수원시 권선구 고색동 890-18번지 ,37.25143738,126.9813646
세븐일레븐화서주공점,영업,"경기도 수원시 팔달구 덕영대로697번길 47, 1층 101호 (화서동, 화서3단지주공아파트)","경기도 수원시 팔달구 화서동 646번지 화서3단지주공아파트내상가, 1층 101호",37.28584914,126.9921466
GS25권선삼정,영업,"경기도 수원시 권선구 당수로 203, 가동 1층 (당수동)",경기도 수원시 권선구 당수동 216번지 ,37.28981759,126.9441725
이마트24 원앙부부율전점,영업,"경기도 수원시 장안구 율전로101번길 26, 103,104호 (율전동, 경진빌딩)",경기도 수원시 장안구 율전동 321-9번지 경진빌딩 ,37.2986209,126.9675913
세븐일레븐 천천원룸점,영업,"경기도 수원시 장안구 일월로76번길 19-5, 1층 (천천동)",경기도 수원시 장안구 천천동 385-37번지 ,37.29009975,126.9775306
이마트24 R수원한일타운점,영업,"경기도 수원시 장안구 경수대로994번길 31, 102호 (송죽동, 광교프라자)",경기도 수원시 장안구 송죽동 195번지 광교프라자 ,37.30681646,127.0037505
세븐일레븐 수원망포자이점,영업,"경기도 수원시 영통구 태장로82번길 32, 1층 103호 (망포동, 동수원자이1차)",경기도 수원시 영통구 망포동 686-103번지 동수원자이1차 ,37.23660651,127.0535602
씨유팔달점,영업,"경기도 수원시 팔달구 인계로124번길 41-3, 삼화빌딩 1층 (인계동)",경기도 수원시 팔달구 인계동 1040-10번지 삼화빌딩 ,37.26557327,127.0305588
GS25팔달유진점,영업,"경기도 수원시 팔달구 중부대로 119, 1층 (지동)",경기도 수원시 팔달구 지동 73-5번지 ,37.278323,127.0293344
씨유 수원두견마을점,영업,"경기도 수원시 장안구 수성로245번길 21, 상가동 110~111호 (정자동, 두견마을 영남,우방,한솔아파트)","경기도 수원시 장안구 정자동 887-1번지 두견마을 영남,우방,한솔아파트 ",37.2902375,126.9975027
세븐일레븐 호매실21단지점,영업,"경기도 수원시 권선구 호매실로 103, 101,102호 (호매실동, 능실마을21단지)",경기도 수원시 권선구 호매실동 1408번지 능실마을21단지 ,37.25404442,126.9596203
씨유삼성시티점,영업,"경기도 수원시 영통구 삼성로168번길 100, 1층 (매탄동)",경기도 수원시 영통구 매탄동 383-11번지 ,37.26129189,127.0599122
미니스톱수원무비점,영업,"경기도 수원시 팔달구 권광로187번길 10-3, 1층 (인계동)",경기도 수원시 팔달구 인계동 1038-18번지 ,37.2646808,127.0321142
씨유 매탄프라자점,영업,"경기도 수원시 영통구 효원로 383, 매탄프라자 1층 109호 (매탄동)","경기도 수원시 영통구 매탄동 1267-2번지 매탄프라자, 1층 109호",37.2591812,127.0435538
세븐일레븐 수원영통벽산점,영업,"경기도 수원시 영통구 영통로90번길 4-27, 주상가동 1층 101,102호 (망포동, 늘푸른 벽산아파트)","경기도 수원시 영통구 망포동 488번지 늘푸른 벽산아파트, 1층 101,102호 주상가동 ",37.2398559,127.0606961
미니스톱 광교대학로점,영업,"경기도 수원시 영통구 대학1로50번길 12, 1층 (이의동)",경기도 수원시 영통구 이의동 1260-4번지 1층 ,37.2993486,127.0445228
GS25 수원신곡점,영업,"경기도 수원시 권선구 세권로94번길 1, 1층 (세류동)",경기도 수원시 권선구 세류동 508-44번지 ,37.25781806,127.0145828
CU수원트윈파크점,영업,"경기도 수원시 팔달구 권선로 753, 트윈파크비동 1층 (인계동)",경기도 수원시 팔달구 인계동 1134-9번지 트윈파크비동 ,37.2576704,127.0337234
이마트24 광교법원점,영업,"경기도 수원시 영통구 광교중앙로248번길 7-2, 원희캐슬 광교 1층 C-109호 (하동)","경기도 수원시 영통구 하동 989번지 원희캐슬 광교, 1층 C-109호",37.29140091,127.0664194
지에스25 센트럴타운점,영업,"경기도 수원시 권선구 세류로 28, A동 101,102호 (세류동)",경기도 수원시 권선구 세류동 1277번지 ,37.26179212,127.0067599
미니스톱 서둔연화점,영업,"경기도 수원시 권선구 세화로141번길 33-4, 1층 (서둔동)",경기도 수원시 권선구 서둔동 33-10번지 ,37.2640713,126.992206
이마트24 영통점,영업,"경기도 수원시 영통구 봉영로 1623, 드림피아빌딩 113호 (영통동)",경기도 수원시 영통구 영통동 958-1번지 드림피아빌딩 ,37.2558506,127.0746408
CU 망포힐스점,영업,"경기도 수원시 영통구 영통로153번길 98, 국제프라자 105호 (망포동)",경기도 수원시 영통구 망포동 255-2번지 국제프라자 105호,37.2413294,127.0499231
지에스25 장안대평로점,영업,"경기도 수원시 장안구 대평로142번길 21, 1층 편의점내 (정자동)",경기도 수원시 장안구 정자동 327-13번지 1층 편의점 내 ,37.300788,126.9912534
GS25장안송죽,영업,경기도 수원시 장안구 경수대로927번길 12-26 (송죽동),경기도 수원시 장안구 송죽동 499-1번지 1층 ,37.30201393,127.007168
토니PC방,영업,"경기도 수원시 장안구 경수대로 940, 일호골든타워 5층 (조원동)",경기도 수원시 장안구 조원동 894번지 일호골든타워,37.303068,127.0080365
GS25 영통파크캐슬,영업,"경기도 수원시 영통구 덕영대로 1400, 상가에이동 1층 104,105호 (망포동, 아이파크 캐슬 2단지)","경기도 수원시 영통구 망포동 760번지 아이파크 캐슬 2단지 104,105 ",37.2436927,127.0429144
씨유 영통일등점,영업,"경기도 수원시 영통구 청명로43번길 15, 1층 (영통동)",경기도 수원시 영통구 영통동 1029-16번지 ,37.25107204,127.0796972
씨유수원인계성호점,영업,"경기도 수원시 팔달구 경수대로446번길 13, 1층 (인계동)",경기도 수원시 팔달구 인계동 1024-10번지 1층 ,37.2658803,127.0273346
씨유화서문점,영업,경기도 수원시 팔달구 화서문로17번길 4 (장안동),경기도 수원시 팔달구 장안동 322-17번지,37.2853448,127.0101666
GS25원천삼성,영업,"경기도 수원시 영통구 중부대로448번길 29, 1층 (원천동)",경기도 수원시 영통구 원천동 224-3번지 ,37.268012,127.0629161
CU 수원 망포빌리지점,영업,경기도 수원시 영통구 영통로130번길 42 (망포동),경기도 수원시 영통구 망포동 524-4번지 ,37.2395776,127.0585546
GS25권선미래점,영업,"경기도 수원시 권선구 효원로230번길 38, 1층 101호 (권선동, 대우미래사랑오피스텔)",경기도 수원시 권선구 권선동 1011-14번지 101호,37.261015,127.0258337
지에스25시탑동새롬점,영업,경기도 수원시 권선구 서둔로 253 (탑동),경기도 수원시 권선구 탑동 22-1번지,37.2740707,126.9785619
세븐일레븐 정자송정점,영업,경기도 수원시 장안구 송정로76번길 61 (정자동),경기도 수원시 장안구 정자동 67-13번지,37.293292,127.0072239
씨유망포태장점,영업,"경기도 수원시 영통구 영통로153번길 20, 해피프라자 1동 106호 (망포동)",경기도 수원시 영통구 망포동 295-2번지 해피프라자 1동 106호,37.2414087,127.0541381
세븐일레븐 수원세류희망점,영업,"경기도 수원시 권선구 세지로28번길 50, 1층 (세류동)",경기도 수원시 권선구 세류동 1104-3번지 1층 ,37.25360082,127.018223
CU광교중앙점,영업,"경기도 수원시 영통구 대학3로4번길 12, 이스턴타워 1층 106호 (이의동)",경기도 수원시 영통구 이의동 1257-3번지 이스턴타워 106호,37.2998446,127.0434178
GS25 원천베스트점,영업,"경기도 수원시 영통구 삼성로267번길 28, 1층 (원천동)",경기도 수원시 영통구 원천동 253-5번지 1층 ,37.2666788,127.0623626
씨즈더원GS25,영업,"경기도 수원시 권선구 효원로220번길 17, 104호 (권선동)",경기도 수원시 권선구 권선동 1011-9번지 104호,37.2621233,127.0257551
씨유 수원백설점,영업,"경기도 수원시 장안구 대평로89번길 10, 1층 101호 (정자동, 백설마을 주공아파트)",경기도 수원시 장안구 정자동 871-3번지 백설마을 주공아파트 상가동 101호,37.29613043,126.9916515
씨유수원타이점,영업,"경기도 수원시 권선구 금곡로 202, e-SPACE CITY-1 125호 (금곡동)",경기도 수원시 권선구 금곡동 1118번지 e-SPACE CITY-1 ,37.2734851,126.9526982
GS25 광교62단지점,영업,"경기도 수원시 영통구 센트럴파크로 34, 1층 103호 (하동, 광교센트럴타운62단지)",경기도 수원시 영통구 하동 1013번지 광교센트럴타운62단지 ,37.28917689,127.0635532
지에스25 권선고산로,영업,"경기도 수원시 권선구 고산로27번길 15, 1층 (고색동)",경기도 수원시 권선구 고색동 73-6번지 ,37.24862607,126.9808695
씨유 구운스타점,영업,"경기도 수원시 권선구 구운로85번길 12, 102, 103호 (구운동)",경기도 수원시 권선구 구운동 921-11번지 ,37.28148474,126.9724254
씨유 수원나누리점,영업,"경기도 수원시 영통구 동수원로537번길 16-6, 1층 (원천동)",경기도 수원시 영통구 원천동 78-55번지 ,37.27436651,127.048376
씨유수원구암점,영업,"경기도 수원시 팔달구 정조로742번길 17, A동 1층 (구천동)",경기도 수원시 팔달구 구천동 32-5번지 ,37.27420745,127.0175619
씨유 수원하늘채점,영업,"경기도 수원시 장안구 수성로258번길 21, 102,103호 (영화동)",경기도 수원시 장안구 영화동 400-5번지 ,37.28898519,127.0015625
미니스톱 호매실에비뉴점,영업,"경기도 수원시 권선구 금곡로197번길 18-24, 1층 101호 (금곡동)",경기도 수원시 권선구 금곡동 1113-3번지 ,37.27459428,126.9529563
이마트24수원지동점,영업,"경기도 수원시 팔달구 팔달문로75번길 76, 1층 (지동)",경기도 수원시 팔달구 지동 475번지 ,37.28273858,127.0272273
CU 수원고등점,영업,경기도 수원시 팔달구 고등로59번길 17 (고등동),경기도 수원시 팔달구 고등동 122-3번지 ,37.27401013,127.0034232
씨유수원SKV1점,영업,"경기도 수원시 권선구 평동로79번길 45, 130호 (평동)",경기도 수원시 권선구 평동 4-11번지 ,37.25926888,126.9929507
GS25권선브이원점,영업,"경기도 수원시 권선구 평동로79번길 45, 수원SK V1 motors 154호 (평동)",경기도 수원시 권선구 평동 179번지 ,37.25982635,126.9925722
세븐일레븐 수원수성로점,영업,"경기도 수원시 장안구 수성로290번길 3, 1층 101호 (영화동)",경기도 수원시 장안구 영화동 390-1번지 101호,37.29072195,127.0043688
GS25호매실파크점,영업,"경기도 수원시 권선구 금곡로 225, 1층 117호 (금곡동)",경기도 수원시 권선구 금곡동 1115-4번지 ,37.27507256,126.9547374
씨유 파장중앙점,영업,"경기도 수원시 장안구 이목로66번길 24, 1층 (파장동)",경기도 수원시 장안구 파장동 568-1번지 ,37.3099242,126.9892328
씨유수원천담점,영업,"경기도 수원시 팔달구 권광로196번길 43-20, 1층 101호 (인계동)",경기도 수원시 팔달구 인계동 1116-10번지 ,37.26510328,127.0361954
CU수원천천대월점,영업,"경기도 수원시 장안구 천천로74번길 35, 상가동 1층 101호 (정자동, 대월마을 주공아파트)",경기도 수원시 장안구 정자동 913번지 대월마을 주공아파트 상가동 101호,37.30029181,126.9857269
씨유 수원율전중앙점,영업,"경기도 수원시 장안구 덕영대로381번길 64, 1층 (율전동)",경기도 수원시 장안구 율전동 168-106번지 아트빌 ,37.30223381,126.9669467
지에스25 광교현대점,영업,"경기도 수원시 영통구 도청로18번길 26, 힐스테이트광교중앙역 주건축물제1동 1층 136호 (이의동)",경기도 수원시 영통구 이의동 1336번지 힐스테이트광교중앙역 ,37.28760377,127.0568031
지에스25 인계브라운도트점,영업,"경기도 수원시 팔달구 권광로196번길 21, 1층 (인계동)",경기도 수원시 팔달구 인계동 1115-19번지 ,37.26483926,127.0345382
씨유 영통래미안점,영업,"경기도 수원시 영통구 청명북로 33, 1층 107,108호 (영통동, 청명마을삼성아파트)",경기도 수원시 영통구 영통동 1046-1번지 청명마을삼성아파트 ,37.25493768,127.079363
이마트24 R수원율전중앙점,영업,"경기도 수원시 장안구 덕영대로407번길 34-9, 1층 (율전동)",경기도 수원시 장안구 율전동 163-11번지 ,37.30300912,126.9684013
씨유수원효원로점,영업,"경기도 수원시 팔달구 효원로308번길 16, 1층 105,106호 (인계동, 한화 꿈에그린 파크)",경기도 수원시 팔달구 인계동 1127-1번지 한화 꿈에그린 파크 ,37.26015711,127.0344459
이마트24 수원비발디점,영업,"경기도 수원시 권선구 효원로256번길 33, 한라비발디파크 1층 104호 (권선동)",경기도 수원시 권선구 권선동 1013-4번지 한라비발디파크 ,37.26032057,127.0292267
이마트24편의점(수원역점),영업,경기도 수원시 팔달구 향교로 1 (매산로1가),경기도 수원시 팔달구 매산로1가 16-7번지 ,37.26766042,127.0012831
씨유인계리치안점,영업,"경기도 수원시 팔달구 경수대로466번길 59, 1층 115호 (인계동)",경기도 수원시 팔달구 인계동 1035-7번지 ,37.2668527,127.0306945
세븐일레븐수원아너스빌,영업,"경기도 수원시 장안구 송원로 20, 상가동 101호 (송죽동, 수원 아너스빌 위즈)",경기도 수원시 장안구 송죽동 517번지 수원 아너스빌 위즈 ,37.29698623,127.0067504
세븐일레븐수원인계하이엘점,영업,"경기도 수원시 팔달구 경수대로 438, 현대하이엘 1층 102호 (인계동)","경기도 수원시 팔달구 인계동 1016-2번지 현대하이엘, 1층 102호",37.26512366,127.0263874
세븐일레븐 수원권선중앙점,영업,"경기도 수원시 권선구 세권로316번길 32, 1층 (권선동)",경기도 수원시 권선구 권선동 1291-5번지 ,37.25051531,127.037226
씨유 고등웰빙점,영업,"경기도 수원시 팔달구 고화로31번길 3, 1층 (고등동)",경기도 수원시 팔달구 고등동 71-1번지 1층 ,37.27204633,127.0068148
CU수원송죽타운점,영업,"경기도 수원시 장안구 정조로1051번길 29, 1층 (송죽동)",경기도 수원시 장안구 송죽동 386-1번지 ,37.29848198,127.0044722
천천해피니점(세븐일레븐),영업,"경기도 수원시 장안구 만석로19번길 29, 부강프라자 1층 102호 (천천동)",경기도 수원시 장안구 천천동 527-3번지 부강프라자 ,37.29654313,126.9830322
씨유호매실센터점,영업,"경기도 수원시 권선구 호매실로104번길 24-44, 센타프라자 101호 (호매실동)",경기도 수원시 권선구 호매실동 1402번지 센타프라자 ,37.25807322,126.963011
세븐일레븐 수원AK노보텔점,영업,"경기도 수원시 팔달구 덕영대로 924, AK플라자 2층 (매산로1가)",경기도 수원시 팔달구 매산로1가 18번지 AK플라자 ,37.26607203,126.9998381
씨유 수원권선현대점,영업,"경기도 수원시 권선구 매탄로 11, 상가동 110호 (권선동, 현대아파트)",경기도 수원시 권선구 권선동 1240번지 현대아파트 ,37.25304405,127.0355693
이마트24수원북중점,영업,경기도 수원시 장안구 광교산로 38 (영화동),경기도 수원시 장안구 영화동 31-1번지 ,37.29454294,127.0222237
세븐일레븐 인계세지로점,영업,"경기도 수원시 팔달구 세지로 172-1, 1층 (인계동)",경기도 수원시 팔달구 인계동 1003-1번지 ,37.26660215,127.0219234
세븐일레븐수원고등점,영업,"경기도 수원시 팔달구 갓매산로76번길 2, 1층 (고등동)",경기도 수원시 팔달구 고등동 300-10번지 ,37.26999154,127.0026678
씨유수원팔달로점,영업,"경기도 수원시 팔달구 팔달로153번길 2, 1층 (화서동)",경기도 수원시 팔달구 화서동 68-17번지 ,37.28203825,127.0055319
GS25인계센트럴점,영업,"경기도 수원시 팔달구 권광로180번길 24, 1층 (인계동)",경기도 수원시 팔달구 인계동 1123-24번지 ,37.26310364,127.0338384
씨유 청명주공점,영업,"경기도 수원시 영통구 청명북로 67, 청명마을주공아파트 상가 나동 101호 (영통동)",경기도 수원시 영통구 영통동 1048-6번지 청명마을주공아파트 ,37.25727113,127.0796922
CU수원만석점,영업,"경기도 수원시 장안구 정조로 1094-2, 1층 (송죽동)",경기도 수원시 장안구 송죽동 456-16번지 ,37.30259066,127.0025887
(주)비지에프휴먼넷 경기대학교점,영업,"경기도 수원시 영통구 광교산로 154-42, 경기대학교 강의연구B동 1층 (이의동)",경기도 수원시 영통구 이의동 산 94-6번지 경기대학교 ,37.2992625,127.0343036
씨유 우만 아주대점,영업,"경기도 수원시 팔달구 아주로 41, 1층 (우만동)",경기도 수원시 팔달구 우만동 573-9번지 1층 ,37.27850332,127.0435234
씨유 수원조원점,영업,"경기도 수원시 장안구 송정로187번길 86, 1층 (조원동)",경기도 수원시 장안구 조원동 746-5번지 ,37.30150897,127.0133602
씨유화서진흥점,영업,"경기도 수원시 팔달구 화산로 57, 상가동 1층 101호 (화서동, 꽃뫼버들마을 진흥아파트)",경기도 수원시 팔달구 화서동 706번지 꽃뫼버들마을 진흥아파트 ,37.28890257,126.9838349
씨유 광교원천점,영업,"경기도 수원시 영통구 월드컵로97번길 50, 1층 (원천동)",경기도 수원시 영통구 원천동 617-4번지 ,37.27444772,127.0507668
미니스톱수원테마거리점,영업,"경기도 수원시 팔달구 효원로292번길 33-22, 1층 (인계동)",경기도 수원시 팔달구 인계동 1126-7번지 ,37.25979693,127.0335552
세븐일레븐수원인계타운점,영업,"경기도 수원시 팔달구 인계로124번길 26, 금호빌딩 1층 (인계동)",경기도 수원시 팔달구 인계동 1034-7번지 금호빌딩 ,37.26621302,127.0304801
씨유수원화서영광점,영업,"경기도 수원시 팔달구 동말로25번길 71, 1층 (화서동)",경기도 수원시 팔달구 화서동 219-20번지 1층 ,37.28056936,126.9951693
세븐일레븐 수원파르마점,영업,경기도 수원시 팔달구 매산로 24 (매산로2가),경기도 수원시 팔달구 매산로2가 65-3번지 ,37.26743261,127.004201
CU 수원캐슬점,영업,경기도 수원시 팔달구 권광로340번길 23 (우만동),경기도 수원시 팔달구 우만동 144-21번지 ,37.27704098,127.0393578
GS25 광교센트럴점,영업,"경기도 수원시 영통구 도청로 10, 광교센트럴푸르지오시티 1층 (이의동)","경기도 수원시 영통구 이의동 1338번지 광교센트럴푸르지오시티, 1층 ",37.2861531,127.05586
지에스25우만센트럴점,영업,"경기도 수원시 팔달구 경수대로692번길 40, 1층 (우만동)",경기도 수원시 팔달구 우만동 485-3번지 1층 ,37.28779299,127.0288641
세븐일레븐 수원탑동본점,영업,"경기도 수원시 권선구 하탑로53번길 9, 1층 (탑동)",경기도 수원시 권선구 탑동 851-3번지 ,37.26970946,126.9773119
씨유 영통 보보스점,영업,"경기도 수원시 영통구 봉영로 1612, 1층 108호 (영통동)",경기도 수원시 영통구 영통동 996-4번지 1층 108호,37.2544088,127.0750001
씨유인계골드점,영업,"경기도 수원시 팔달구 장다리로314번길 2, 1층 (인계동)",경기도 수원시 팔달구 인계동 227-1번지 ,37.2758448,127.031363
GS25 광교아울렛,영업,"경기도 수원시 영통구 도청로 10, 광교센트럴푸르지오시티 (이의동)",경기도 수원시 영통구 이의동 1338번지 광교센트럴푸르지오시티 지하1층 ,37.2861531,127.05586
세븐일레븐수원로데오점,영업,"경기도 수원시 팔달구 갓매산로55번길 28, 1층 (매산로2가)",경기도 수원시 팔달구 매산로2가 28-9번지 1층 ,37.26843276,127.003254
지에스25 장안칸점,영업,"경기도 수원시 장안구 장안로 395, 1층 105호 (이목동, 수원 장안 STX KAN 1단지아파트)",경기도 수원시 장안구 이목동 918번지 수원 장안 STX KAN 1단지아파트 105호,37.31448245,126.9827568
GS 25 수원삼성점,영업,"경기도 수원시 영통구 효원로 397, 중앙프라자 1층 104호 (매탄동)",경기도 수원시 영통구 매탄동 1267-7번지 중앙프라자 ,37.2589644,127.0450868
